native_pin,mdl_yr,mfg_dt,eph_decal_model_nm,end_cptr_dt,max_Total.Separator.Hours,end_engn_hours_Total.Separator.Hours,Mid_Latitude,Mid_Longitude,Header.Width, City,State,Country
1H0S660SAD0756321,2013,7/16/2013,S660,12/10/2025,3363.5999,5616.65,45.1,-64.3,6.0959997,Grand Pré,Nova Scotia,Canada
1J0S680BPH0120116,2017,5/23/2017,S680,12/11/2025,3939.8,5749.55,-26.5,-60.9,13.12,Lote 33,Chaco,Argentina
1H0S680SLD0756641,2013,5/16/2013,S680,11/13/2025,3514.25,4823.4,40.5,-87.6,9.144,Hoopeston,Illinois,United States
1H0S680STE0766013,2014,2/7/2014,S680,12/9/2025,5100.55,7450.95,-38.6,-61.5,12,San Román,Buenos Aires Province,Argentina
1J0S770BKK0130127,2019,7/31/2019,S770,12/11/2025,3537.5,5120.4,-33.8,-62.7,12,Alejo Ledesma,Córdoba,Argentina
1H0S680SLC07b30dee10,2012,3/29/2012,S680,12/1/2025,3564.85,5573,43.6,27.4,7,Пет могили,Shumen,Bulgaria
1J0S770BVL0135124,2020,10/24/2020,S770,12/11/2025,4629.55,6863.6,-35.6,-63.8,12,General Pico,La Pampa,Argentina
1J0S670BPE0090024,2014,12/23/2014,S670,12/10/2025,7422.15,10428.55,0,0,10.4,,,
1Z0W660BTCL014aed580,2013,12/1/2012,W660,10/7/2025,4014.9,6698.8,40.9,21.5,5.3,Messokabos,Western Macedonia,Greece
1H0S670SKC0746984,2012,5/24/2012,S670,12/11/2025,3678.05,5698.95,-35.4,140.2,12.1,Geranium,South Australia,Australia
1Z0T670BTDM0e7516dda,2013,1/1/2013,T670,10/27/2025,3096,5066.45,50,14.9,,Vitice,Central Bohemian,Czech Republic
1J0S660BCH0120125,2017,4/4/2017,S660,12/11/2025,4619.7,6217.05,-26.3,-60.6,10.9,Tres Isletas,Chaco,Argentina
1J0S660BHG0110201,2016,10/7/2016,S660,8/25/2025,3022.2,4496.85,-31.8,-64,8.4,Despeñaderos,Córdoba,Argentina
1Z0S680APHC106911,2017,6/14/2017,S680,12/11/2025,7141.05,12848.35,51.7,31.1,8.4,Сибереж,Chernihiv Oblast,Ukraine
1H0S660STC0747415,2012,10/1/2012,S660,12/9/2025,3667.8,6838.8,0,0,9.6,,,
1H0S680SHE0766976,2014,6/13/2014,S680,11/29/2025,3326.6,4884.35,43.4,-88.6,12.192,Iron Ridge,Wisconsin,United States
1Z0W660AAFD0854e3d4d,2015,5/4/2015,W660,11/17/2025,3958.7998,5906.5,48.5,31.4,5.6,Вербівка,Kirovohrad Oblast,Ukraine
1H0S680SCC072a097e1e,2012,4/24/2012,S680,11/13/2025,3403.4998,5529.95,48.3,29.9,8.4,Хащувате,Kirovohrad Oblast,Ukraine
1Z0S680AJGR1f24d807b,2016,2/15/2016,S680,11/26/2025,3035.2498,4186.05,45.4,21.1,9,Banloc,Timiș,Romania
1Z0S670ALGA10445fd82,2016,2/22/2016,S670,10/13/2025,4090.5999,6645.05,47.8,30.5,8.799999,Новомиколаївське,Mykolaiv Oblast,Ukraine
1Z0W550APBD08bd899d9,2012,12/1/2011,W550,10/20/2025,4232.9,6292.25,53.7,69,9,,North Kazakhstan,Kazakhstan
1Z0T560BPHP165865d3e,2017,5/2/2017,T560,9/18/2025,3619,5447.15,36.3,-6.1,7,Conil de la Frontera,Cádiz,Spain
1J0S660BJG0110188,2016,8/17/2016,S660,12/11/2025,5267.8,7790.7,-38.5,-58.6,10.5,Quequen,Buenos Aires Province,Argentina
1J0S670BTG0110290,2016,12/13/2016,S670,12/11/2025,4384,6172.05,-32.9,-62.6,,Justiniano Posse,Córdoba,Argentina
1H0S670SKC0746273,2012,3/6/2012,S670,12/11/2025,9532.5,317762.3,50.8,33.5,5.6,Борозенка,Sumy Oblast,Ukraine
1CQS770AHL0135321,2020,11/12/2020,S770,11/22/2025,3414.7,4888.1,-24.5,-53.1,9.12,,Paraná,Brazil
1Z0S770BLKU1b8687cc4,2019,4/4/2019,S770,12/11/2025,3020.25,4127.65,46.7,27,6,Negri,Bacău,Romania
1Z0S680BVFM007eb8403,2015,6/12/2015,S680H,10/9/2025,3262.55,4996.5,50.9,15.6,8.9,Wojcieszyce,Lower Silesian Voivodeship,Poland
1H0S660SCG07ee6affdc,2016,6/17/2016,S660,10/18/2025,3322.15,4966.65,51.1,66.3,9.143999,,Akmola,Kazakhstan
1J0S680BPG0110152,2016,7/4/2016,S680,12/8/2025,6237.75,9048.95,-34.9,-63.1,12.1,Emilio Bunge,Buenos Aires Province,Argentina
1Z0S670AHEA0a03704e4,2014,5/1/2014,S670,7/8/2025,3781.9,5747.45,49.4,37.7,7.6,Борівська Андріївка,Kharkiv Oblast,Ukraine
1J0S660BJG0110160,2016,3/17/2016,S660,11/17/2025,6138.2,9423.3,-31.3,-61.5,,Rafaela,Santa Fe,Argentina
1J0S780BJL0135112,2020,9/28/2020,S780,12/7/2025,3036.05,3677.2,-34.4,-63.3,13.5,Santa Regina,Buenos Aires Province,Argentina
1H0S670SKC07cb6ba7e2,2012,3/1/2012,S670,12/11/2025,9441.25,19005.55,50.8,33.5,5.6,Борозенка,Sumy Oblast,Ukraine
1H0S670SEF0775710,2015,3/30/2015,S670,11/13/2025,3656.5,5396.2,49.2,-97.9,9.144,Stanley,Manitoba,Canada
1H0S670SCF0775764,2015,4/6/2015,S670,12/11/2025,4153.8,5034.55,-29.5,115.4,12,Arrowsmith East,Western Australia,Australia
1Z0S680AEGC102416,2016,6/6/2016,S680,12/9/2025,3391.8,4608.3,-37.8,143.9,8,Mount Mercer,Victoria,Australia
1H0S680SJC073de37b30,2012,4/4/2012,S680,11/21/2025,8503,14138.8,48.5,34.5,,Українка,Dnipropetrovsk Oblast,Ukraine
1J0S680BAF0090023,2015,3/26/2015,S680,8/21/2025,4569.25,6794.4,-34.8,-64.4,8.32,Huinca Renancó,Córdoba,Argentina
1H0S670STC070fa15310,2012,9/12/2012,S670,12/11/2025,3249.75,4566.85,50.4,29.9,5.6,Копилів,Kyiv Oblast,Ukraine
1H0S670SCC0746535,2012,4/19/2012,S670,12/11/2025,3017.25,3917.2,-33.6,120.2,12.1,Ravensthorpe,Western Australia,Australia
1H0S680SLE0766698,2014,5/22/2014,S680,12/8/2025,3484.9,5191.65,0,0,11.9,,,
1H0S680SCC0747786,2012,9/26/2012,S680,12/5/2025,3656.6,5451.9,44.2,-91.4,6.706,Arcadia,Wisconsin,United States
1H0S680SAC0747869,2012,12/21/2012,S680,1/7/2025,4643.2,5935.15,-18.8,-52.6,,Chapadão do Sul,Mato Grosso do Sul,Brazil
1H0S690SAC07b0fa4727,2013,12/3/2012,S690,10/13/2025,3858.15,5910.7,43.5,24.5,8.8,Тръстеник,Pleven,Bulgaria
1J0S680BCH0120159,2017,11/15/2017,S680,12/6/2025,3429.8,5074.1,-31,-62.3,12,Altos de Chipión,Córdoba,Argentina
1CQS770ACK0130175,2019,7/15/2019,S770,11/5/2025,3035.75,4091.65,-21.7,-55.7,7.5,Maracaju,Mato Grosso do Sul,Brazil
1H0S680SHD0755720,2013,2/15/2013,S680,9/8/2025,3058.5,3896.75,47.2,-117.4,11.582,Rosalia,Washington,United States
1J0S670BPG0110260,2016,11/1/2016,S670,12/4/2025,5450.7,7000,-34.1,-61.5,12,Teodelina,Santa Fe,Argentina
1H0S670SAD0757216,2013,6/5/2013,S670,11/24/2025,3030.25,4316.3,41.5,-85.9,8.839,New Paris,Indiana,United States
1J0S550BLF0090011,2015,2/11/2015,S550,12/7/2025,4369.1,6157.4,-31.7,-60.3,9,Sauce Montrull,Entre Ríos,Argentina
1H0S680SHC07b9ab9046,2012,3/27/2012,S680,12/10/2025,3328,5797.8,48.2,18.3,9.15,Žitavce,Nitra,Slovakia
1H0S680SJF0775963,2015,5/13/2015,S680,1/16/2025,3354.4,4206.45,-30.1,116.3,12.179999,Gunyidi,Western Australia,Australia
1H0S680SPD0756288,2013,4/24/2013,S680,12/2/2025,3587.35,5226.35,-27.9,25.6,6.9,Tswelopele NU,Free State,South Africa
1Z0S690TEFM0f4bb3b9e,2015,5/19/2015,S690,12/10/2025,5443.3,9195.3,50.4,29.2,8.4,Ставки,Zhytomyr Oblast,Ukraine
1H0S680SED0756254,2013,4/5/2013,S680,12/11/2025,3268.2,4393.05,-34.2,138.4,12,Erith,South Australia,Australia
1J0S790BEM0140102,2021,10/2/2021,S790,12/5/2025,3075.45,4620.35,-25.9,-57.9,9.36,Formosa,Formosa,Argentina
1J0S550BCL0135111,2020,11/4/2020,S550,10/11/2025,3050.95,4640.75,-25.1,-64.2,7.35,Joaquin V Gonzalez,Salta,Argentina
1J0S660BTJ0120299,2017,3/9/2018,S660,12/6/2025,3208.4,4426.7,-35,-63.5,11,Hipólito Bouchard,Córdoba,Argentina
1Z0S670AVGA187e285da,2016,1/28/2016,S670,11/18/2025,3549.0498,5527.95,49.1,27,7.3999996,Слобідка-Глушковецька,Khmelnytskyi Oblast,Ukraine
1H0S660SCF0775654,2015,9/8/2015,S660,12/4/2025,3637.55,5377.35,-39.6,176.8,4.572,Hastings,Hawke's Bay,New Zealand
1Z0T660BLCL01bede950,2013,11/1/2012,T660,10/15/2025,3054.0999,4506.2,41.7,-5.5,7,Belver de los Montes,Zamora,Spain
1H0S670SVC0791d46935,2012,3/26/2012,S670,11/18/2025,5335.4,7214.85,49.6,32.6,7,Велика Бурімка,Cherkasy Oblast,Ukraine
1J0S670BPH0120272,2017,10/11/2017,S670,12/11/2025,5005.8,7479.35,-33.9,-61.8,12,Santa Isabel,Santa Fe,Argentina
1J0S670BTH0120111,2017,6/2/2017,S670,12/10/2025,4623.1,7332,-37.6,-58.6,12,Ramos Otero,Buenos Aires Province,Argentina
1Z0S670ATHC107078,2017,6/28/2017,S670,12/11/2025,3095.75,3982.85,-30.4,116.8,12.2,Pithara,Western Australia,Australia
1Z0S770BTKU127ad4de9,2019,2/6/2019,S770,12/11/2025,5243.4,8179.6,41.6,0.4,,Alcarràs,Lleida,Spain
1Z0W650AKGK0af560283,2016,1/20/2016,W650,12/11/2025,3947.8499,7114.65,47.7,26.2,4.2,Pătrăuți,Suceava,Romania
1J0S660BLG0110228,2016,11/17/2016,S660,11/28/2025,3832.7,5875.9,-33.6,-64.6,8.32,Coronel Moldes,Córdoba,Argentina
1H0S680SCC0746615,2012,6/8/2012,S680,11/23/2025,3153.2,4351.75,43.8,-96.2,10.668,Hardwick,Minnesota,United States
1H0S660SCC0746456,2012,5/21/2012,S660,12/9/2025,3555.6,5819.95,40.2,-76.1,9.144,Stevens,Pennsylvania,United States
1H0S660STG07c45bbc2c,2016,6/20/2016,S660,10/23/2025,3442.0999,4768.35,53.7,69,9.143999,,North Kazakhstan,Kazakhstan
1H0S670SAD0755644,2013,1/14/2013,S670,11/26/2025,3097,4717.85,49.5,27.3,8.6,Ярославка,Khmelnytskyi Oblast,Ukraine
1H0S680SCC0746895,2012,7/3/2012,S680,12/7/2025,3386.7,5027.75,43,-85.7,9.144,Grand Rapids,Michigan,United States
1J0S660BCG0110234,2016,3/3/2017,S660,12/10/2025,3251.35,4813.85,-34.8,-63.6,10.45,Hipólito Bouchard,Córdoba,Argentina
1H0S690SEF0775251,2015,6/8/2015,S690,12/11/2025,4244,6419.45,-37.6,143.3,12,Stockyard Hill,Victoria,Australia
1Z0S670AEGA1ce0918d7,2016,3/9/2016,S670,12/10/2025,4710,8333.5,51,34.7,7.3999996,Рогізне,Sumy Oblast,Ukraine
1H0S670SEC0755369,2013,12/10/2012,S670,11/20/2025,3584.2,5279.25,0,0,6.096,,,
1J0S550BLL0130115,2019,1/20/2020,S550,11/23/2025,3500.45,4610.65,-34.4,-64.2,9,Del Campillo,Córdoba,Argentina
1J0S660BTJ0125132,2018,2/7/2019,S660,12/11/2025,3678.75,5911.15,-35.7,-63.1,10.4,Sundblad,Buenos Aires Province,Argentina
1J0S670BKH0120256,2017,9/21/2017,S670,12/11/2025,5561.5,9590.65,-37.4,-61.8,12,Coronel Suárez,Buenos Aires Province,Argentina
1H0S670SCD0736d947f1,2013,2/5/2013,S670,11/9/2025,3316.95,5482.35,0,0,9,,,
1Z0S770AVMD1d643804b,2021,4/7/2021,S770,12/9/2025,3862.6,6461.35,48.9,30.7,9,Тальне,Cherkasy Oblast,Ukraine
1J0S780BPM0135156,2020,4/15/2021,S780,12/11/2025,3254.6,4411.15,-38.4,-59.9,13.5,San Cayetano,Buenos Aires Province,Argentina
1J0S660BLH0120162,2017,6/12/2017,S660,11/28/2025,3165.9,4470.75,-32.8,-61.4,12.6,Cañada de Gómez,Santa Fe,Argentina
1Z0T660AJGP1f66ccaa4,2017,12/6/2016,T660,11/3/2025,4312.75,7261.45,41.5,-5.8,4.95,Zamora,Zamora,Spain
1H0S660SAE0765750,2014,5/16/2014,S660,8/11/2025,3526,5872.95,-26.3,29.6,7.28,Msukaligwa NU,Mpumalanga,South Africa
1Z0W550AEBD017938487,2012,12/1/2011,W550,11/27/2025,3508.5999,5722.6,53.7,63,9,,Kostanay,Kazakhstan
1Z0S670AAEL03bbe38a3,2014,3/1/2014,S670,12/8/2025,3821.95,5923.75,48.8,28.4,,Стрільники,Vinnytsia Oblast,Ukraine
1H0S670SKF0776510,2015,8/28/2015,S670,12/11/2025,5016.6,8890.75,21.3,-88,9.2,Tizimín,Yucatán,Mexico
1Z0T670BLDM0ac24659f,2013,3/1/2013,T670,9/17/2025,3197.2,4814.75,44.5,0.2,,Marmande,Lot-et-Garonne,France
1Z0S770AHKE1341bd275,2019,5/21/2019,S770,12/11/2025,3170.9,4270.45,50.4,32.8,9.1,Остапівка,Chernihiv Oblast,Ukraine
1Z0T660AVDE03e14f82f,2013,4/1/2013,T660,11/26/2025,3986.15,6106.4,46.8,31.2,,Анатолівка,Mykolaiv Oblast,Ukraine
1J0S670BJH0120257,2017,10/3/2017,S670,11/24/2025,3219.2,4546.35,-31.2,-64,9.36,Esquina,Córdoba,Argentina
1Z0T560BECH0df24dcbb,2013,12/1/2012,T560,12/3/2025,4228.6997,6889.55,37,-5.9,,Las Cabezas de San Juan,Seville,Spain
1CQS660AVE0090182,2014,8/20/2014,S660,5/20/2025,5337.55,6975.7,-24.2,-49.8,,,Paraná,Brazil
1H0S680SPB0745188,2011,5/12/2011,S680,11/4/2025,3044.45,4150.05,46.4,-98.3,6.096,Lamoure,North Dakota,United States
1J0S670BJG0110312,2016,12/28/2016,S670,12/11/2025,4190.1,6316.2,-38.2,-60,12,Adolfo Gonzales Chaves,Buenos Aires Province,Argentina
H09770S725728,,1/15/2008,9770 STS,12/9/2025,3163.35,4582.8,0,0,,,,
1H0S680SEC0747097,2012,7/20/2012,S680,11/10/2025,4027.9,5493.7,-28.7,150.6,12,Twin Rivers,New South Wales,Australia
1H0S680SVC0746347,2012,5/10/2012,S680,12/11/2025,4762.05,6087.6,-30.9,118.1,15,Barbalin,Western Australia,Australia
1CQS770APK0130172,2019,7/10/2019,S770,11/26/2025,3007,5087.7,-23.5,-48.8,6.1,Paranapanema,São Paulo,Brazil
1J0S670BEH0120140,2017,5/2/2017,S670,11/27/2025,4341,6757.45,-32.8,-61.4,12.2,Cañada de Gómez,Santa Fe,Argentina
1Z0S690ACHC106577,2017,5/11/2017,S690,12/11/2025,3787.9,4673.4,-31.2,116.9,12,Walyormouring,Western Australia,Australia
1Z0S770AEJE19f5a2201,2018,6/18/2018,S770,12/2/2025,4289.65,5950.1,49.4,29.5,5.6,Довгалівка,Vinnytsia Oblast,Ukraine
1H0S670SLC0746832,2012,5/14/2012,S670,11/17/2025,3551.05,5337.15,39.7,-94.6,7.62,Stewartsville,Missouri,United States
1J0S760BLK0130145,2019,11/5/2019,S760,12/5/2025,5165.75,6495.5,-31.2,-60.7,10.9,Llambi Campbell,Santa Fe,Argentina
1Z0W540AABH088683,2012,12/1/2011,W540,12/11/2025,4909.4,7680.55,41.7,-0.2,4.32,Sariñena,Huesca,Spain
1H0S660SKC07674568dc,2012,3/15/2012,S660,9/18/2025,3260.9,5570.95,54.3,69.8,9.143999,,North Kazakhstan,Kazakhstan
1J0S670BTK0125123,2018,3/16/2019,S670,12/11/2025,4266.65,5650.25,-32.7,-58.9,12,Urdinarrain,Entre Ríos,Argentina
1J0S670BAG0110315,2016,1/27/2017,S670,11/28/2025,3247.5,4420.75,-31.8,-62.6,12,Las Varas,Córdoba,Argentina
1H0S670SPD0756382,2013,3/11/2013,S670,4/22/2025,3099.8,4767.45,-13.6,28.1,,,,Zambia
1Z0W550AEBD0eb99d6db,2012,12/1/2011,W550,10/17/2025,4550.15,6408.65,52.5,67.2,9.143999,,North Kazakhstan,Kazakhstan
1Z0T660AEGE087ce7254,2016,3/2/2016,T660,12/10/2025,3991.45,6465.7,48.9,31.4,5.6,Водяне,Cherkasy Oblast,Ukraine
1CQS550AKH0120133,2017,3/8/2017,S550,12/5/2025,3842.8,6660.55,-22.9,-49.6,,Santa Cruz do Rio Pardo,São Paulo,Brazil
1CQS660AEH0120324,2017,10/19/2017,S660,12/4/2025,3813.2,5364.4,-24.2,-53.6,9.14,Brasilândia do Sul,Paraná,Brazil
1H0S660SPG078f5fa89f,2016,6/14/2016,S660,10/12/2025,3046.7,4485.35,51.5,68.2,9.143999,,Akmola,Kazakhstan
1J0S670BJH0120131,2017,4/5/2017,S670,11/22/2025,5823.65,9736.35,-23.1,-64.3,12,San Ramón de la Nueva Orán,Salta,Argentina
1Z0S760APJD1e354b8d3,2018,1/10/2018,S760,9/27/2025,3036.35,4991.7,0,0,5.6,,,
1Z0S670AHGB1587dd88b,2016,3/18/2016,S670,12/9/2025,3788.3499,5859.05,49.6,35.3,9,Вільхуватка,Poltava Oblast,Ukraine
1H0S670SCC072a205ead,2012,1/30/2012,S670,12/1/2025,6912.8496,14811.634,50.4,33.9,8.4,Біленченківка,Poltava Oblast,Ukraine
1CQS670ACE0090123,2014,7/2/2014,S670,11/20/2025,3508.4,5662.9,-28.9,-54.1,10.3,Jóia,Rio Grande do Sul,Brazil
1CQS680AHF0110187,2015,7/10/2015,S680,12/3/2025,3020.05,4906.3,-12.7,-55.9,11.9,,Mato Grosso,Brazil
1CQS660AHJ0125267,2018,7/30/2018,S660,12/10/2025,3668.9,4945.1,-25.6,-51.5,6.3,Guarapuava,Paraná,Brazil
1J0S670BHF0090035,2015,2/12/2015,S670,11/21/2025,3744.4,5462.75,-33.3,-60.6,,Coronel Bogado,Santa Fe,Argentina
1H0S680SKC0746294,2012,5/3/2012,S680,12/11/2025,4513.5,6588.1,-34.4,-57.4,12.19,Juan L. Lacaze,Colonia,Uruguay
1CQS660ACJ0120444,2017,2/1/2018,S660,12/10/2025,3077.75,5639.35,-18,-49.4,8,,Goiás,Brazil
1J0S680BCG0110150,2016,3/28/2016,S680,11/25/2025,3178.7,4701.1,-31.4,-63.2,,Tránsito,Córdoba,Argentina
1Z0S680ATHC107331,2017,7/21/2017,S680,12/11/2025,3113.8,4093.7,-29.4,115.8,13.55,Dudawa,Western Australia,Australia
1Z0S670BAFR02d387dd0,2015,4/21/2015,S670H,10/7/2025,3973.2,6430.4,37.8,-4.9,7.3999996,Córdoba,Córdoba,Spain
1H0S670SKE0775226,2015,12/16/2014,S670,12/6/2025,4504.65,6997.65,17.3,-89,6.401,,Cayo,Belize
1CQS550AEK0125527,2018,1/15/2019,S550,9/18/2025,3514.7,5000.3,-15.2,-53.7,7.5,Novo São Joaquim,Mato Grosso,Brazil
1CQS670ATF0090442,2015,2/24/2015,S670,12/1/2025,3960.7,4269.95,-17.2,-54.7,8,,Mato Grosso,Brazil
1H0S660SLG0795027,2017,12/7/2016,S660,7/29/2025,3371.15,4516.05,-26.6,25.9,8.5,Tswaing NU,North West,South Africa
1H0S680STE0766464,2014,5/7/2014,S680,12/11/2025,4768.2,5881.4,-32,118.3,15,Wadderin,Western Australia,Australia
1J0S670BKG0110227,2016,8/31/2016,S670,12/11/2025,3931.3,6405.2,-34.7,-61.3,11.99,Triunvirato,Buenos Aires Province,Argentina
1H0S670SKC0747021,2012,5/31/2012,S670,12/11/2025,3648.7,4804.8,-36.6,142.8,12,Rupanyup,Victoria,Australia
1H0S670SPD078a5124fa,2013,8/17/2013,S670,11/13/2025,7202.3,14170,50.3,33.3,9,Риги,Poltava Oblast,Ukraine
1Z0T560BLKT1520641c1,2019,2/18/2019,T560,11/3/2025,4450.1,6527.75,39.4,-2,5.7,Casasimarro,Cuenca,Spain
1H0S660SPC0746363,2012,5/9/2012,S660,12/11/2025,3422.75,4636.9,-34.8,148.3,11.8,Cooneys Creek,New South Wales,Australia
1J0S680BHJ0120195,2017,4/4/2018,S680,11/27/2025,3965.25,5720.5,-33.9,-64.4,11.55,Vicuña Mackenna,Córdoba,Argentina
1Z0W550AVFD03ba42fb5,2015,7/17/2015,W550,10/14/2025,3673.0999,5427.9,52.9,67.5,9.143999,,North Kazakhstan,Kazakhstan
1H0S690SCB0734635c82,2011,5/4/2011,S690,12/9/2025,5016.0996,7519.75,0,0,5.6,,,
1J0S670BKF0110128,2015,11/17/2015,S670,12/9/2025,4706.95,7111.45,-33.2,-62.4,9.36,Isla Verde,Córdoba,Argentina
1J0S670BVJ0120400,2017,4/9/2018,S670,12/11/2025,3767.65,5371.2,-38.4,-61.2,12,El Zorro,Buenos Aires Province,Argentina
1H0S660STG073590ff59,2016,6/15/2016,S660,10/15/2025,4216.55,6160.55,51.4,68.4,9.143999,,Akmola,Kazakhstan
1J0S680BAF0110108,2015,8/22/2015,S680,12/11/2025,5022.35,7032.5,-33.6,-62.1,12,San Francisco de Santa Fe,Santa Fe,Argentina
1Z0S670BHEM01f069b03,2014,2/1/2014,S670H,12/3/2025,4156.9,6459.05,42.6,-4.8,5.6,Pino del Río,Palencia,Spain
1Z0S680AEHC1830cb707,2017,4/6/2017,S680,12/5/2025,5125.8,7991.95,50.7,34.4,9.2,Межиріч,Sumy Oblast,Ukraine
1H0S680SKF0775895,2015,5/7/2015,S680,12/11/2025,3480.15,4267.35,-33.8,119.1,12.15,Jacup,Western Australia,Australia
1J0S680BAF0110111,2015,9/14/2015,S680,12/11/2025,5763,8877.15,-33.4,-63.7,13.4,Alejandro Roca,Córdoba,Argentina
1H0S670SEE0767251,2014,8/18/2014,S670,12/10/2025,3001.9,4982.75,-37.7,175.3,10.5,Hamilton,Waikato,New Zealand
1Z0S670AEDL012378dce,2013,6/1/2013,S670,12/9/2025,3823.3499,5631.9,45.9,-0.3,7.45,Bagnizeau,Charente-Maritime,France
1H0S660SKG0714ee0778,2016,6/16/2016,S660,12/8/2025,3190.5999,4523.65,51,68.2,9.143999,,Akmola,Kazakhstan
1H0S680SLD0755621,2013,2/3/2013,S680,12/11/2025,5425.6,7908.45,-33.4,-56.1,11.9,Durazno,,Uruguay
1J0S670BKG0110292,2016,12/16/2016,S670,10/10/2025,5613.2,8543.9,-35.4,-64.5,8.32,Caleufú,La Pampa,Argentina
1Z0S670AEHB1c4c5659d,2017,3/3/2017,S670,12/8/2025,3476.5999,6237.75,48.7,33.7,9.139999,Долинське,Kirovohrad Oblast,Ukraine
1J0S550BCF0090014,2015,3/4/2015,S550,9/29/2025,3791.65,4847.5,-32.3,-64.2,6.82,Almafuerte,Córdoba,Argentina
1Z0T670BCDL030936e8d,2013,4/1/2013,T670,12/10/2025,3287.9,5416.8,46.7,24.3,,Pogăceaua,Mureș,Romania
1J0S670BTJ0120373,2017,2/7/2018,S670,12/11/2025,4383.65,6515.25,-37.4,-60.2,12,16 de Julio,Buenos Aires Province,Argentina
1CQS670APH0120317,2017,9/18/2017,S670,12/11/2025,3898,5938.45,-33,-57.8,12,Young,Río Negro,Uruguay
1H0S690SLC0745899,2012,6/30/2012,S690,11/5/2025,3346.2,5149.45,42.7,-92.8,12.192,Allison,Iowa,United States
1J0S670BVF0110134,2016,2/26/2016,S670,12/11/2025,4656.35,6131.4,-26.8,-60.9,12,Campo Largo,Chaco,Argentina
1Z0S780APKF1699b1201,2019,4/24/2019,S780,12/9/2025,4409.55,6381.25,49.8,28.3,8.4,Подорожня,Vinnytsia Oblast,Ukraine
1J0S660BVH0120224,2017,10/13/2017,S660,12/11/2025,7399,10752.3,-38,-60.5,10.5,De la Garma,Buenos Aires Province,Argentina
1J0S670BAF0090050,2015,2/26/2015,S670,11/9/2025,4857.55,7673.75,-35.6,-59.7,12.15,Cazón,Buenos Aires Province,Argentina
1H0S670SCF075c5edfff,2015,2/3/2015,S670,12/11/2025,3579.8499,5468.45,50.1,27,5.6,Жилинці,Khmelnytskyi Oblast,Ukraine
1Z0S760ATJF111188,2018,3/21/2018,S760,12/11/2025,3010.05,3476.65,-30.3,117.3,12,Kulja,Western Australia,Australia
1J0S670BJF0110115,2015,8/21/2015,S670,12/10/2025,3934.8,5769.85,-33.6,-64,10.5,Adelia María,Córdoba,Argentina
1CQS660ATJ0120459,2017,2/15/2018,S660,12/11/2025,4571.15,7241.75,-26.8,-60.7,10.5,Avia Terai,Chaco,Argentina
1Z0S680ALHC107016,2017,6/23/2017,S680,12/5/2025,3630.25,4859,-31.9,149.7,12,Coolah,New South Wales,Australia
1Z0T660ALDL0fdfc7fe4,2013,2/1/2013,T660,9/22/2025,3034.5498,4624.35,40.8,-3.3,7.3999996,Fuentelahiguera de Albatages,Guadalajara,Spain
1Z0S670AVFA0df74e947,2015,3/18/2015,S670,12/11/2025,5352.8,8491.6,48.8,26.7,5.6,Маків,Khmelnytskyi Oblast,Ukraine
1H0S680SEF0776863,2015,9/8/2015,S680,10/6/2025,3473.15,4478.55,-35.5,142.8,9.14,Sea Lake,Victoria,Australia
1Z0S690APHC106722,2017,6/2/2017,S690,12/11/2025,6551.75,12340.9,51.7,31.1,11.2,Сибереж,Chernihiv Oblast,Ukraine
1CQS680ACE0090175,2014,11/26/2014,S680,11/28/2025,3620.7,5787.75,-19.2,-54.7,9,,Mato Grosso do Sul,Brazil
1CQS670AJH0120322,2017,10/2/2017,S670,12/11/2025,3940.45,6218.85,-33,-57.8,11.95,Young,Río Negro,Uruguay
1Z0W550AVBD067fd0bf3,2012,12/1/2011,W550,10/24/2025,4076.7,6166.35,53.8,69.9,9.143999,,North Kazakhstan,Kazakhstan
1J0S660BCH0120139,2017,5/12/2017,S660,12/11/2025,6294.35,8796.4,-29,-62.4,10.49,Bandera,Santiago del Estero,Argentina
1Z0S680AJFC100025,2016,10/28/2015,S680,12/10/2025,3132.1,5024.9,41,46,,,,Azerbaijan
1CQS690AJJ0125117,2018,7/16/2018,S690,11/13/2025,3406.25,4543.55,0,0,10.8,,,
1CQS760AEK0130274,2019,8/30/2019,S760,12/1/2025,3430.75,5243.95,-20.6,-45.7,7.5,Formiga,Minas Gerais,Brazil
1J0S670BEG0110223,2016,3/3/2017,S670,11/27/2025,4029.35,5841.45,-31.1,-61.2,10.4,Sarmiento,Santa Fe,Argentina
1Z0T660APDE0bea273ba,2013,1/1/2013,T660,12/9/2025,4605.9497,7885.1,49,36.5,8.45,Шатівка,Kharkiv Oblast,Ukraine
1H0S670SLD071f828a60,2013,5/17/2013,S670,11/21/2025,3033.85,4957.05,50.5,33.9,5.6,Гречанівка,Poltava Oblast,Ukraine
1Z0T660AVFE052f6b998,2015,5/7/2015,T660,10/14/2025,3390.45,4808.8,48.7,24.8,8.4,Баб'янка,Ivano-Frankivsk Oblast,Ukraine
1H0S680SAD0765581,2014,12/4/2013,S680,12/10/2025,3533,5896.65,50.5,29.7,6,Наливайківка,Kyiv Oblast,Ukraine
1H0S670SJD0757597,2013,7/16/2013,S670,11/7/2025,3155.3,4682.45,40.1,-93.8,10.668,Gilman City,Missouri,United States
1H0S670SPE0766735,2014,6/10/2014,S670,12/11/2025,3856.7,4586.35,-30.5,116.9,12,East Ballidu,Western Australia,Australia
